Company,Company Name,ROCE,ROE,Market Cap,Stock P/E,Dividend Yield,EPS
SCHAND,S Chand And Company Limited,3.98,2.47,562,51.2,2.52,-3.95
SCHNEIDER,Schneider Electric Infrastructure Limited,40.9,74,"16,505",67.3,0,2.19
SCI,Shipping Corporation Of India Limited,10.1,11,"10,501",13.9,2.94,3.78
SCILAL,Shipping Corporation of India Land and Assets Limited,2.09,-6.09,"2,090",,1.26,0.09
SCODATUBES,Scoda Tubes Limited,20.4,29.7,781,20.7,0,2.33
SCPL,Sheetal Cool Products Limited,15.7,14.9,336,24.3,0,1.51
SDBL,Som Distilleries & Breweries Limited,13.3,10.1,"1,867",23.3,0,0.77
SEAMECLTD,Seamec Limited,12.3,11.7,"3,245",28.3,0,-10.16
SECMARK,SecMark Consultancy Limited,22.3,23.3,108,27.8,0,0.82
SEJALLTD,Sejal Glass Limited,10.8,13.5,801,217,0,-0.64
SEMAC,Semac Construction Limited,-2.3,-9.15,73.5,107,0,-0.58
SENCO,Senco Gold Limited,10.4,9.83,"5,022",20,0.33,3.24
SENORES,Senores Pharmaceuticals Limited,2.15,0.84,"3,624",263,0,0.58
SEPC,SEPC Limited,6.12,2.58,"1,552",41.4,0,0.02
SERVOTECH,Servotech Renewable Power System Limited,20.8,19,"1,332",49,0.08,0.1
SESHAPAPER,Seshasayee Paper and Boards Limited,7.07,5.58,"1,419",18.6,1.13,2.82
SETCO,Setco Automotive Limited,-2.22,-1.74,181,,0,0.01
SETL,Standard Engineering Technology Limited,8.44,6.16,"2,316",59,0,0.44
SFL,Sheela Foam Limited,5.09,2.77,"5,642",95.7,0,0.52
SGFIN,SG Finserve Limited,6.83,8.89,"1,872",17.1,0,5.81
SGIL,Synergy Green Industries Limited,20.8,21.9,807,52,0.19,1.52
SGL,STL Global Limited,1.08,-2.48,29.9,,0,0.1
SGMART,SG Mart Limited,10.8,8.22,"4,476",59.6,0,0.53
SHADOWFAX,Shadowfax Technologies Limited,-1.8,-12,"6,172",,0,-493.97
SHAH,Shah Metacorp Limited,7.43,8.48,427,45.2,0,0
SHAHALLOYS,Shah Alloys Limited,-21.4,-51,129,,0,18.06
SHAILY,Shaily Engineering Plastics Limited,17,15.3,"8,821",70.8,0.11,8.93
SHAKTIPUMP,Shakti Pumps (India) Limited,58.5,45.3,"7,672",19.5,0.16,7.31
SHALBY,Shalby Limited,11.6,7.19,"1,812",22.4,0,1.83
SHALPAINTS,Shalimar Paints Limited,-13.2,-23.7,519,,0,-1.66
SHANKARA,Shankara Building Products Limited,19.9,11.5,251,3.65,2.9,-2.29
SHANTI,Shanti Overseas (India) Limited,-16.8,-13.7,8.01,,0,-0.11
SHANTIGEAR,Shanthi Gears Limited,34.9,25.6,"3,479",41.4,1.14,2.11
SHANTIGOLD,Shanti Gold International Limited,26.2,44.8,"1,478",16.4,0,6.08
SHARDACROP,Sharda Cropchem Limited,15.9,12.1,"9,374",18.4,0.83,18.53
SHARDAMOTR,Sharda Motor Industries Limited,34.6,26.5,"4,891",15.6,1.92,13.13
SHAREINDIA,Share India Securities Limited,19,14.3,"3,139",13.1,0.94,3.69
SHEKHAWATI,Shekhawati Industries Limited,57.3,60.4,50.1,12.5,0,-0.15
SHEMAROO,Shemaroo Entertainment Limited,-9.96,-17.3,264,,0,-20.38
SHILCTECH,Shilchar Technologies Limited,71.3,52.9,"3,891",21.9,0.36,40.16
SHILPAMED,Shilpa Medicare Limited,6.22,3.92,"5,672",51.7,0.19,1.58
SHIVALIK,Shivalik Rasayan Limited,4.42,3.59,485,45.1,0.16,1.39
SHIVAMAUTO,Shivam Autotech Limited,3.35,-111,277,,0,-0.94
SHIVAMILLS,Shiva Mills Limited,-3.08,-4.24,47.1,,0,-0.19
SHIVATEX,Shiva Texyarn Limited,9.31,9.52,218,13.9,0.35,4.23
SHIVAUM,Shiv Aum Steels Limited,10.7,8.73,439,92.3,0,1.92
SHK,S H Kelkar and Company Limited,7.54,8.08,"2,014",61.9,0.7,0.77
SHOPERSTOP,Shoppers Stop Limited,7.82,1.93,"3,984",,0,1.15
SHRADHA,Shradha Infraprojects Limited,18,13.5,324,25.9,1.26,0.73
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,8.73,6.77,"1,082",28.8,2.09,0.69
SHREECEM,SHREE CEMENT LIMITED,7.17,5.69,"97,389",57.9,0.41,76.81
SHREEJISPG,Shreeji Shipping Global Limited,39.7,120,"4,994",38.3,0,2.62
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,9.12,7.99,"1,064",26,0.6,3.27
SHREERAMA,Shree Rama Multi-Tech Limited,15.3,40.4,766,13.6,0,0.54
SHREYANIND,Shreyans Industries Limited,16.3,12.6,233,4.95,1.79,1.61
SHRINGARMS,Shringar House of Mangalsutra Limited,31.6,36.2,"2,082",30.7,0,2.37
SHRIPISTON,Shriram Pistons & Rings Limited,27,22.7,"12,052",23,0.37,30.4
SHRIRAMFIN,Shriram Finance Limited,11.2,16.4,"1,92,175",21.1,0.97,13.4
SHRIRAMPPS,Shriram Properties Limited,-1.28,-1.98,"1,264",,0,-0.54
SHYAMMETL,Shyam Metalics and Energy Limited,12,8.48,"24,110",48.2,0.53,3.53
SHYAMTEL,Shyam Telecom Limited,,,11.2,,0,-0.4
SIEMENS,Siemens Limited,14.9,11.4,"1,10,326",68.6,0.39,11.78
SIGACHI,Sigachi Industries Limited,13.4,9.83,761,16.7,0.51,0.31
SIGIND,Signet Industries Limited,13.7,6.88,139,6.82,1.05,1.18
SIGMA,Sigma Solve Limited,33.7,29.4,499,77,0.1,0.18
SIGNATURE,Signatureglobal (India) Limited,9.4,6.69,"12,567",189,0,-1.89
SIGNPOST,Signpost India Limited,15.4,16.7,"1,089",29,0.25,2.92
SIL,Standard Industries Limited,-6.01,-7.73,90.1,,0,-1.04
SILGO,Silgo Retail Limited,10.5,7.96,227,42.9,0,0.45
SILINV,SIL Investments Limited,1.58,1.22,480,15,0.56,14.81
SILVERTUC,Silver Touch Technologies Limited,22.7,18.5,"1,754",64.2,0.04,6.49
SIMPLEXINF,Simplex Infrastructures Limited,-0.1,-5.52,"1,744",54.8,0,1.05
SINCLAIR,Sinclairs Hotels Limited,15.3,12.4,392,43.3,1.04,-0.4
SINDHUTRAD,Sindhu Trade Links Limited,6.49,3.86,"3,203",178,0,0.04
SINTERCOM,Sintercom India Limited,5.08,0.66,257,257,0,0.1
SIRCA,Sirca Paints India Limited,20,14.9,"2,630",45.4,0.32,3.19
SIS,SIS LIMITED,12.1,11.8,"4,701",15.2,0,-12.4
SIYSIL,Siyaram Silk Mills Limited,20.4,16.4,"2,373",11.6,2.24,9.24
SJS,S.J.S. Enterprises Limited,19.3,16.1,"5,339",45.1,0.15,10.66
SJVN,SJVN Limited,8.36,6.86,"28,452",35.6,2.01,0.95
SKFINDIA,SKF India Limited,28.8,21.4,"8,280",20.7,0.87,21.39
SKFINDUS,SKF India (Industrial) Limited,,,"13,380",,0,-560
SKIPPER,Skipper Limited,24.4,14.2,"4,089",22.3,0.03,4.44
SKMEGGPROD,SKM Egg Products Export (India) Limited,13.3,12.2,"1,064",13.8,0.37,5.72
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,19.4,21.8,"4,679",33.1,0,3.54
SMARTLINK,Smartlink Holdings Limited,0.16,1.28,128,43,0,-0.39
SMARTWORKS,Smartworks Coworking Spaces Limited,6.96,-75.4,"5,195",,0,0.03
SMCGLOBAL,SMC Global Securities Limited,15.7,11.4,"1,618",30.3,1.56,0.3
SMLMAH,SML Mahindra Limited,27.1,36.4,"5,016",31.7,0.51,12.12
SMLT,Sarthak Metals Limited,5.84,3.48,93.7,25.2,0.75,0.56
SMSPHARMA,SMS Pharmaceuticals Limited,12.2,11,"2,960",36.5,0.14,2.68
SNOWMAN,Snowman Logistics Limited,4.25,1.33,646,221,2.61,-0.17
SOBHA,Sobha Limited,6.98,3.31,"15,513",67.3,0.21,2.87
SOFTTECH,Softtech Engineers Limited,5.94,2.82,388,79.2,0,1.18
SOLARA,Solara Active Pharma Sciences Limited,5.92,-0.11,"2,239",610,0,-2.79
SOLARINDS,Solar Industries India Limited,37.3,29.7,"1,22,014",129,0.08,25.96
SOLARWORLD,Solarworld Energy Solutions Limited,48.6,44.6,"1,963",20.6,0,5.86
SOLEX,Solex Energy Limited,28.2,38.7,"1,032",19.7,0.06,3.15
SOMANYCERA,Somany Ceramics Limited,13.4,10.3,"1,684",18.7,0.75,5.43
SOMICONVEY,Somi Conveyor Beltings Limited,10.4,7.44,111,24.9,0,0.73
SONACOMS,Sona BLW Precision Forgings Limited,18.3,14.2,"30,865",48.9,0.65,2.46
SONAMLTD,SONAM LIMITED,13.4,10.6,157,25.7,0,0.55
SONATSOFTW,Sonata Software Limited,30.6,28.4,"8,842",45.7,1.38,5.23
SOTL,Savita Oil Technologies Limited,9.84,6.1,"2,386",15.6,1.15,6.37
SOUTHBANK,The South Indian Bank Limited,6.5,13.8,"9,864",7.12,1.04,1.43
SPAL,S. P. Apparels Limited,13,10.1,"1,688",18.8,0.3,10.88
SPANDANA,Spandana Sphoorty Financial Limited,-3.87,-31,"1,960",,0,-9.31
SPARC,Sun Pharma Advanced Research Company Limited,-298,,"4,092",,0,-2.34
SPCENET,Spacenet Enterprises India Limited,3.4,2.52,327,164,0,0.02
SPECIALITY,Speciality Restaurants Limited,7.97,5.48,503,22.6,0.97,0.99
SPECTRUM,Spectrum Electrical Industries Limited,15.7,13.7,"2,079",56.8,0,5.85
SPENCERS,Spencer's Retail Limited,-6.75,,320,,0,-3.74
SPIC,Southern Petrochemicals Industries Corporation  Limited,16.1,13.1,"1,474",9.22,2.75,2.61
SPLIL,SPL Industries Limited,4.55,2.86,80.5,20.4,0,-0.07
SPLPETRO,Supreme Petrochem Limited,22.8,17.4,"10,640",39.2,1.79,1.6
SPMLINFRA,SPML Infra Limited,8.59,7.41,"1,337",26.9,0,2.13
SPORTKING,Sportking India Limited,12,12.4,"1,156",10.1,1.1,2.22
SRD,Shankar Lal Rampal Dye-Chem Limited,14.1,10.9,351,29.3,0.09,0.37
SREEL,Sreeleathers Limited,7.31,5.14,500,21.7,0,3.72
SRF,SRF Limited,13.7,11.5,"83,559",46.4,0.32,15.45
SRGHFL,SRG Housing Finance Limited,12.3,11.5,440,16.3,0,5.26
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,14.9,11,766,7.68,0.67,14.2
SRM,SRM Contractors Limited,31,25.6,"1,038",15,0,8.47
SSDL,Saraswati Saree Depot Limited,28.6,25.2,269,8.47,3.35,2.65
SSWL,Steel Strips Wheels Limited,16.8,14.5,"3,195",16,0.64,3.13
STALLION,Stallion India Fluorochemicals Limited,19.7,15.2,"1,465",31.7,0,1.4
STANLEY,Stanley Lifestyles Limited,8.6,6.37,"1,051",50.1,0,0.89
STAR,Strides Pharma Science Limited,4.66,85.9,"8,038",105,0.47,13.23
STARCEMENT,Star Cement Limited,-3.39,-3.56,"8,864",276,0.47,0.38
STARHEALTH,Star Health and Allied Insurance Company Limited,12,9.37,"27,602",61.8,0,2.18
STARPAPER,Star Paper Mills Limited,7.76,5.91,225,5.82,2.43,8.34
STARTECK,Starteck Finance Limited,7.58,5.01,272,17.1,0.09,6.7
STCINDIA,The State Trading Corporation of India Limited,10.4,,726,20.6,0,1.64
STEELCAS,Steelcast Limited,32.9,24.2,"1,846",20.8,0.82,2.29
STEELCITY,Steel City Securities Limited,20.9,15.1,128,8.77,4.69,2.28
STEELXIND,STEEL EXCHANGE INDIA LIMITED,9.84,2.43,998,30.2,0,0.02
STEL,Stel Holdings Limited,1.3,0.98,822,28,0,6.82
STERTOOLS,Sterling Tools Limited,11.7,9.53,915,21.2,1.02,5.47
STLNETWORK,STL Networks Limited,,2.66,980,31.7,0,-0.25
STLTECH,Sterlite Technologies Limited,-0.5,-7.52,"5,198",,0,-0.64
STOVEKRAFT,Stove Kraft Limited,11,8.69,"1,633",36,0.64,6.45
STUDDS,Studds Accessories Limited,22.9,16.9,"1,984",26.6,0,5.4
STYL,Seshaasai Technologies Limited,36.5,41.4,"4,019",17.9,0,4.12
STYLAMIND,Stylam Industries Limited,27.4,20.4,"3,736",26.6,0,27.14
STYLEBAAZA,Baazar Style Retail Limited,8.94,7.05,"2,441",67.4,0,6.9
STYRENIX,Styrenix Performance Materials Limited,38.7,29.2,"3,377",16.4,2.8,25.19
SUBEXLTD,Subex Limited,-22.8,-28.6,522,,0,-0.06
SUBROS,Subros Limited,19.9,14.5,"5,263",32.8,0.33,6.22
SUDARCOLOR,Sudarshan Colorants India Limited,15.2,11.6,883,12.8,0,7.05
SUDARSCHEM,Sudarshan Chemical Industries Limited,11,8.67,"7,020",35.5,0.51,9.43
SUDEEPPHRM,Sudeep Pharma Limited,28.6,25.1,"6,866",71.8,0,3.06
SUKHJITS,Sukhjit Starch & Chemicals Limited,9.09,6.58,567,25.7,0.56,1.3
SULA,Sula Vineyards Limited,8.54,5.76,"1,548",113,1.98,0.37
SUMEETINDS,Sumeet Industries Limited,-2.07,-17.6,"1,368",61,0,0.19
SUMICHEM,Sumitomo Chemical India Limited,25.1,18.8,"20,370",37.6,0.29,1.5
SUMIT,Sumit Woods Limited,13.6,11.4,240,19.7,0,0.12
SUMMITSEC,Summit Securities Limited,1.06,0.75,"1,927",38.3,0,6.01
SUNCLAY,Sundaram Clayton Limited,8.6,8.73,"2,735",28.2,0.38,9.41
SUNDARAM,Sundaram Multi Pap Limited,-2.2,-5.92,75.3,,0,0.02
SUNDARMFIN,Sundaram Finance Limited,9.71,14.7,"58,398",34,0.68,35.48
SUNDRMBRAK,Sundaram Brake Linings Limited,7.75,5.32,229,,0.26,-7.93
SUNDRMFAST,Sundram Fasteners Limited,17.4,14.7,"19,185",36,0.8,5.8
SUNDROP,Sundrop Brands Limited,0.18,3.65,"2,349",57.4,0,0.32
SUNFLAG,Sunflag Iron And Steel Company Limited,3.95,2.33,"4,430",22.1,0.31,2.53
SUNPHARMA,Sun Pharmaceutical Industries Limited,16.8,17.8,"3,82,862",81.9,1.01,2.35
SUNTECK,Sunteck Realty Limited,8.31,6.61,"5,862",123,0.39,-0.53
SUNTV,Sun TV Network Limited,20.4,15.7,"21,807",13.2,2.72,8.37
SUPERHOUSE,Superhouse Limited,5,2.3,174,13.4,0.51,4.27
SUPERSPIN,Super Spinning Mills Limited,4.21,-3.58,44.2,,0,0.05
SUPRAJIT,Suprajit Engineering Limited,19.8,17.5,"6,138",24.2,0.68,6.45
SUPREME,Supreme Holdings & Hospitality (India) Limited,2.43,1.84,225,72.4,0,0.1
SUPREMEIND,Supreme Industries Limited,23.7,18.1,"44,630",56.5,0.98,12.48
SUPRIYA,Supriya Lifescience Limited,27.5,20.8,"5,426",29.8,0.15,6.27
SURAJEST,Suraj Estate Developers Limited,17.1,13.4,"1,066",13.6,0,1.83
SURAJLTD,Suraj Limited,11.9,8.89,441,,0.63,0.74
SURAKSHA,Suraksha Diagnostic Limited,18.5,17.1,"1,382",41.1,0,1.8
SURANASOL,Surana Solar Limited,0.27,0.39,117,354,0,0.04
SURANAT&P,Surana Telecom and Power Limited,1.18,0.89,243,9.95,0,0.09
SURYALAXMI,Suryalakshmi Cotton Mills Limited,7,1.14,106,23.8,0,0.16
SURYAROSNI,Surya Roshni Limited,20.7,14.9,"5,388",16.4,1.72,3.41
SURYODAY,Suryoday Small Finance Bank Limited,7.28,6.16,"1,478",21.6,0,3.44
SUTLEJTEX,Sutlej Textiles and Industries Limited,-2.57,-7.04,480,,0,-1.12
SUVEN,Suven Life Sciences Limited,-6.31,-6.33,"3,027",,0,-0.59
SUVIDHAA,Suvidhaa Infoserve Limited,-8.05,-8.66,65.7,,0,-0.07
SUYOG,Suyog Telematics Limited,13.7,11.6,612,16.6,0.32,14.83
SUZLON,Suzlon Energy Limited,36.2,45.6,"65,007",21.5,0,0.95
SVLL,Shree Vasu Logistics Limited,16.6,6.58,727,207,0,-0.59
SWANCORP,SWAN CORP LIMITED,0.12,0.07,"13,198",736,0.02,0.18
SWARAJENG,Swaraj Engines Limited,56.2,41.9,"4,212",22.2,3,34.65
SWELECTES,Swelect Energy Systems Limited,3.95,0.34,773,113,0.58,4.08
SWIGGY,Swiggy Limited,-23.3,-91.9,"84,493",,0,-3.24
SWSOLAR,Sterling and Wilson Renewable Energy Limited,13.5,11.2,"4,317",14.6,0,3.13
SYMPHONY,Symphony Limited,42.6,30.8,"6,337",38.6,1.44,4.95
SYNCOMF,Syncom Formulations (India) Limited,18.6,15.5,"1,208",19.1,0,0.18
SYNGENE,Syngene International Limited,12.8,9.78,"19,019",49.6,0.26,0.41
SYRMA,Syrma SGS Technology Limited,6.34,4.54,"14,737",59.7,0.2,4.84
SYSTMTXC,Systematix Corporate Services Limited,19.9,15.3,"1,176",38.4,0.11,0.33
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,4.24,3.31,171,23.1,1.65,4.14
TAJGVK,Taj GVK Hotels & Resorts Limited,20.8,16.2,"2,318",19,0.56,3.75
TALBROAUTO,Talbros Automotive Components Limited,17.8,13.9,"1,556",20,0.29,3.18
TANLA,Tanla Platforms Limited,41,47.6,"6,803",20.4,2.3,6
TARACHAND,Tara Chand InfraLogistic Solutions Limited,17.3,19.6,485,18,0.31,0.66
TARAPUR,Tarapur Transformers Limited,-63.2,,55.5,,0,-0.23
TARC,TARC Limited,0.03,-8.02,"4,514",,0,-0.9
TARIL,Transformers And Rectifiers (India) Limited,24.6,20,"7,085",31.8,0.09,2.37
TARMAT,Tarmat Limited,1.55,0.92,130,42.5,0,0.61
TARSONS,Tarsons Products Limited,8.57,6.71,"1,036",31,0,1.23
TASTYBITE,Tasty Bite Eatables Limited,10.7,8.58,"1,741",56.1,0.03,14.11
TATACAP,Tata Capital Limited,9.62,10.9,"1,45,344",53.8,0,1.86
TATACHEM,Tata Chemicals Limited,3.67,2.81,"18,986",29,1.49,6.99
TATACOMM,Tata Communications Limited,6.39,5.93,"44,738",63.4,1.61,9.75
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,10,7.84,"1,12,214",73.7,0.75,3.24
TATAELXSI,Tata Elxsi Limited,36.3,29.3,"33,147",52.5,1.44,17.48
TATAINVEST,Tata Investment Corporation Limited,1.09,0.93,"31,503",95.3,0.44,2.41
TATAPOWER,Tata Power Company Limited,14.8,18.1,"1,17,077",50.1,0.61,1.35
TATASTEEL,Tata Steel Limited,12.7,10.9,"2,41,182",15.5,1.83,3.25
TATATECH,Tata Technologies Limited,66.9,58.6,"26,206",37.9,1.29,-0.04
TATVA,Tatva Chintan Pharma Chem Limited,0.26,0.05,"2,698",86.6,0.09,6.83
TBOTEK,TBO Tek Limited,14.4,10.3,"15,048",318,0,0.91
TBZ,Tribhovandas Bhimji Zaveri Limited,12.2,11.4,"1,074",7.5,1.41,12.25
TCI,Transport Corporation of India Limited,21.8,20.7,"8,043",19.1,0.75,11.45
TCIEXP,TCI Express Limited,15.8,12,"2,078",23.7,1.49,6.55
TCPLPACK,TCPL Packaging Limited,20,23.8,"2,376",19.1,1.15,31.13
TCS,Tata Consultancy Services Limited,78.4,65,"11,29,621",23.2,1.94,28.16
TDPOWERSYS,TD Power Systems Limited,28.4,20.3,"11,518",57.7,0.19,3.52
TEAMGTY,Team India Guaranty Limited,6.05,5.04,227,89.6,0,0.75
TEAMLEASE,Teamlease Services Limited,11.6,11.2,"2,321",24.9,0,12.59
TECHM,Tech Mahindra Limited,18.2,14,"1,70,848",40.7,2.58,9.84
TECHNOE,Techno Electric & Engineering Company Limited,16.6,12.9,"11,325",24.6,0.95,10.61
TECILCHEM,TECIL Chemicals and Hydro Power Limited,,,28.6,,0,
TEGA,Tega Industries Limited,17.8,14.4,"12,793",70.9,0.12,7.22
TEJASNET,Tejas Networks Limited,15.4,12.6,"5,979",,0.79,-11.09
TEMBO,Tembo Global Industries Limited,26.6,30.5,835,15.9,0.37,10.67
TENNIND,Tenneco Clean Air India Limited,13.7,9.86,"21,094",18,0,23.26
TERASOFT,Tera Software Limited,11.3,8.04,513,31.4,0.24,5.24
TEXINFRA,Texmaco Infrastructure & Holdings Limited,0.08,-0.13,"1,236",,0.16,0.46
TEXMOPIPES,Texmo Pipes and Products Limited,8.88,8.62,132,8.15,0,0.53
TEXRAIL,Texmaco Rail & Engineering Limited,11.2,6.39,"5,188",30,0.6,1.55
TFCILTD,Tourism Finance Corporation of India Limited,10.7,8.51,"3,048",27.1,0.87,0.63
TFL,Transwarranty Finance Limited,9.48,7.87,79.9,151,0,-0.48
TGBHOTELS,TGB Banquets And Hotels Limited,4.3,2.58,27.4,13.8,0,0.07
THANGAMAYL,Thangamayil Jewellery Limited,13.7,14.9,"10,274",42.5,0.36,33.71
THEINVEST,The Investment Trust Of India Limited,0.94,0.04,522,,0,-0.06
THEJO,Thejo Engineering Limited,26.7,20.8,"1,896",35.4,0.3,15.89
THELEELA,Leela Palaces Hotels & Resorts Limited,5.06,1.08,"14,058",63.3,0,2.3
THEMISMED,Themis Medicare Limited,11,7.7,746,,0.63,-0.58
THERMAX,Thermax Limited,16.5,13.4,"34,226",58.9,0.5,18.96
THOMASCOOK,Thomas Cook  (India)  Limited,10.5,5.75,"5,781",50.6,0.36,1
THOMASCOTT,Thomas Scott (India) Limited,20.4,16.4,476,31,0,3.22
THYROCARE,Thyrocare Technologies Limited,26.5,17.4,"6,725",51.2,1.67,1.64
TI,Tilaknagar Industries Limited,27.7,29,"10,633",38.9,0.24,2.56
TIGERLOGS,Tiger Logistics (India) Limited,26.7,21.7,323,11.5,0,0.82
TIIL,Technocraft Industries (India) Limited,19.2,17.4,"4,603",19.8,0.97,24.83
TIINDIA,Tube Investments of India Limited,31.9,28.6,"45,133",33.6,0.15,9.65
TIJARIA,Tijaria Polypipes Limited,-5.05,,11.6,,0,-0.14
TIL,TIL Limited,11.1,0.94,"1,632",,0,-1.16
TIMETECHNO,Time Technoplast Limited,11.5,9.49,"8,893",46.5,0.72,1.28
TIMKEN,Timken India Limited,20.9,17,"22,034",48.4,1.21,11.89
TINNARUBR,Tinna Rubber and Infrastructure Limited,25.9,27.7,"1,124",27,0.65,6.85
TIPSFILMS,Tips Films Limited,-26.6,-66.6,151,,0,-6.64
TIPSMUSIC,Tips Music Limited,109,82.9,"6,946",36.9,2.37,4.59
TIRUMALCHM,Thirumalai Chemicals Limited,10.5,7.75,"2,291","1,200",0,-1.12
TIRUPATIFL,Tirupati Forge Limited,12.4,9.99,426,79.4,0,0.11
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,17.5,12.8,"11,049",45.3,0.12,3.51
TITAN,Titan Company Limited,17.2,21.3,"3,53,339",90.7,0.28,11.33
TMB,Tamilnad Mercantile Bank Limited,7.49,14,"9,649",7.95,1.82,20.05
TMCV,Tata Motors Limited,,-400,"1,68,522",370,0,1.52
TMPV,Tata Motors Passenger Vehicles Limited,20.3,17.9,"1,28,900",19.4,1.72,222.91
TNPETRO,Tamilnadu PetroProducts Limited,6.71,4.75,850,9.12,1.26,3.56
TNPL,Tamil Nadu Newsprint & Papers Limited,5.54,-0.14,919,31.1,2.27,0.98
TNTELE,Tamilnadu Telecommunication Limited,,,41.7,,0,-0.94
TOKYOPLAST,Tokyo Plast International Limited,4.54,2.14,94,74,0,-0.01
TOLINS,Tolins Tyres Limited,14.2,10.9,473,28.1,0,0.58
TORNTPHARM,Torrent Pharmaceuticals Limited,27.8,26.2,"1,34,090",62.8,0.82,17.64
TORNTPOWER,Torrent Power Limited,16.9,18.7,"70,017",24.2,1.4,14.81
TOTAL,Total Transport Systems Limited,13.6,10.9,108,9.2,0,1.25
TOUCHWOOD,Touchwood Entertainment Limited,18.5,14,103,16.1,0,0.38
TPHQ,Teamo Productions HQ Limited,3.99,2.79,65.8,10.2,0,0.05
TPLPLASTEH,TPL Plastech Limited,19.8,17,476,18.3,1.65,0.88
TRACXN,Tracxn Technologies Limited,7.9,-10.6,376,,0,-0.52
TRANSRAILL,Transrail Lighting Limited,35.1,21.6,"6,689",15.9,0.17,6.73
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,6.84,5.72,401,117,0.81,-4.19
TRAVELFOOD,Travel Food Services Limited,41,40.5,"13,966",45.1,0,5.88
TREEHOUSE,Tree House Education & Accessories Limited,-1.55,-8.76,31.7,,0,-0.23
TREL,Transindia Real Estate Limited,3.35,2.21,657,22.2,1.86,0.36
TRENT,Trent Limited,28.6,27.2,"1,34,566",79.6,0.13,12.68
TRF,TRF Limited,20.1,,320,15.3,0,10.62
TRIDENT,Trident Limited,9.45,8.18,"13,249",30,1.86,0.18
TRIGYN,Trigyn Technologies Limited,5.29,0.95,175,104,0,-0.49
TRITURBINE,Triveni Turbine Limited,47.6,36.5,"15,910",45.6,0.83,3
TRIVENI,Triveni Engineering & Industries Limited,9.01,8.32,"8,249",31.3,0.7,1.46
TRU,TruCap Finance Limited,2.54,-34.9,83.2,,0,-2.74
TRUALT,TruAlt Bioenergy Limited,13.8,27.1,"3,276",28.6,0,-4.99
TSFINV,TSF INVESTMENTS LIMITED,4.23,3.72,"9,486",44,1.38,1.06
TTKHLTCARE,TTK Healthcare Limited,9.26,6.89,"1,349",19.4,1.05,7.45
TTKPRESTIG,TTK Prestige Limited,12.6,8.91,"8,075",47.2,1.03,2.15
TTL,T T Limited,1.49,-8.57,186,,0.72,-0.04
TTML,Tata Teleservices (Maharashtra) Limited,50.3,,"8,944",,0,-0.77
TVSHLTD,TVS Holdings Limited,20.5,22.8,"30,119",102,0.65,10.5
TVSMOTOR,TVS Motor Company Limited,34.7,30.6,"1,74,533",49.8,0.27,19.79
TVSSCS,TVS Supply Chain Solutions Limited,4.35,2.69,"4,262",134,0,-0.07
TVSSRICHAK,TVS Srichakra Limited,5.77,3.94,"3,125",83.8,0.41,20.65
TVTODAY,TV Today Network Limited,12.5,8.48,740,28.2,2.41,-0.34
UBL,United Breweries Limited,13.9,10.8,"38,815",102,0.68,1.78
UCAL,UCAL LIMITED,6.77,2.93,243,12.5,0,1.14
UCOBANK,UCO Bank,5.76,8.38,"36,553",13.9,1.36,0.59
UDS,Updater Services Limited,9.41,7.51,"1,021",15.7,0,2.29
UFBL,United Foodbrands Limited,2.99,-8.73,706,,0,-5.48
UFLEX,UFLEX Limited,9.32,6.78,"3,298",15.8,0.66,3.09
UFO,UFO Moviez India Limited,6.48,1.37,287,38.9,0,0.77
UGARSUGAR,The Ugar Sugar Works Limited,3.14,-7.9,424,43.7,0,-2.86
UGROCAP,Ugro Capital Limited,11,8.26,"2,303",14.8,0,3.71
UJJIVANSFB,Ujjivan Small Finance Bank Limited,8.53,12.4,"12,691",25.7,0,0.96
ULTRACEMCO,UltraTech Cement Limited,11.7,9.69,"3,74,363",49.6,0.62,51.28
UMAEXPORTS,Uma Exports Limited,3.59,0.19,111,,0,-0.36
UMESLTD,Usha Martin Education & Solutions Limited,2,1.23,12.8,49.2,0,0.03
UMIYA-MRO,UMIYA BUILDCON LIMITED,9.79,8.43,171,20,0,0.44
UNICHEMLAB,Unichem Laboratories Limited,7.49,6.67,"2,612",31.1,0,-5.67
UNIDT,United Drilling Tools Limited,7.71,5.79,382,25.2,0.96,2.82
UNIECOM,Unicommerce Esolutions Limited,31.9,25.2,"1,171",44.2,0,0.58
UNIENTER,Uniphos Enterprises Limited,0.06,0.01,804,42.4,0.44,3.33
UNIINFO,Uniinfo Telecom Services Limited,-0.97,-2.09,15.5,96.8,0,0.13
UNIMECH,Unimech Aerospace and Manufacturing Limited,7.52,5.38,"4,508",175,0,1.17
UNIONBANK,Union Bank of India,6.72,17.1,"1,37,901",7.43,2.65,6.57
UNIPARTS,Uniparts India Limited,15.7,14.6,"1,956",21,3.26,10.49
